Address,Lat,Long,Provider,bank_name,institution,transit,routing
"TR-Succursale Place Angrignon, 7191 Boul Newman, Lasalle, QC H8N 2K3",45.4443600799164,-73.6165324382561,arcgis,ROYAL BANK OF CANADA,3,7174,307174
"RT-Laurier & Park Br, 351 Laurier Ave W, Montreal, QC H2V 2K4",45.5195460028572,-73.5962853644026,arcgis,ROYAL BANK OF CANADA,3,7184,307184
"St. Jean & Hymus Branch, 610 St. Jean Boulevard, Pointe-Claire, QC H9R 3K2",45.4594830868111,-73.8232013368156,arcgis,ROYAL BANK OF CANADA,3,7191,307191
"RT-Peel & Sherbrooke Br, 1100 Sherbrooke St W, Montreal, QC H3A 1G7",45.5015664014507,-73.5764226008097,arcgis,ROYAL BANK OF CANADA,3,7194,307194
"Corporate Real Estate BKG Ottawa, 90 Sparks St, Ottawa, ON K1P 5T6",45.4227514916205,-75.6966536751467,arcgis,ROYAL BANK OF CANADA,3,7199,307199
"Main & King Edward Br, 4095 Main St, Vancouver, BC V5V 3P5",49.2489576056828,-123.101464213385,arcgis,ROYAL BANK OF CANADA,3,7200,307200
"Corporate Real Est BKG Thunder Bay, 20 King St W- 2nd Flr, 2nd Floor, Toronto, ON M5H 1C4",43.6493624810359,-79.3789543301701,arcgis,ROYAL BANK OF CANADA,3,7203,307203
"RT-Succursale Place Seigneuriale, 490 rue Cambronne, Beauport, QC G1E 6X1",46.8726536896418,-71.1961672879738,arcgis,ROYAL BANK OF CANADA,3,7204,307204
"SWO EAST BFS MRKT, 3405 Harvester Rd-Suite 105, 3405 Harvester Rd, Burlington, ON L7N 3N1",43.3603957823293,-79.7891101053865,arcgis,ROYAL BANK OF CANADA,3,7205,307205
"Toronto East Supply Chain, 111 Grangeway Ave-2nd Flr, 111 Grangeway Ave, Scarborough, ON M1H 3E9",43.7762696080731,-79.2499694131547,arcgis,ROYAL BANK OF CANADA,3,7207,307207
"SWO Agriculture West, 226 Maint St S, Exeter, ON N0M 1S7",43.2968910650001,-81.587358579,arcgis,ROYAL BANK OF CANADA,3,7208,307208
"Succursale Port-Cartier, 58 Portage des Mousses, 440 rue Brochu, Sept-Iles, QC G4R 2W8",50.2066496388086,-66.3853270217708,arcgis,ROYAL BANK OF CANADA,3,7211,307211
"Avenue Road & Cranbrooke Branch, 1635 Avenue Rd, Toronto, ON M5M 3X8",43.7262350105337,-79.4172199812798,arcgis,ROYAL BANK OF CANADA,3,7212,307212
"West Pubnico Branch, 968 Route 335-PO Box 58, PO Box 58, West Pubnico, NS B0W 3S0",43.6626513179683,-65.7997799226082,arcgis,ROYAL BANK OF CANADA,3,7213,307213
"RT-Succursale Clairvue et Montarvlle, 30 Boul Clairevue Ouest, Saint-Bruno, QC J3V 1P8",45.5289189822641,-73.3455259787596,arcgis,ROYAL BANK OF CANADA,3,7214,307214
"Victoria East Br, 950 Victoria Ave E, Regina, SK S4N 7A9",50.4473278999549,-104.569518521693,arcgis,ROYAL BANK OF CANADA,3,7218,307218
"Tor Ho PFS-Educational, 88 Queens Quay W-10th Flr, 88 Queens Quay W, Toronto, ON M5J 0B8",43.640849987809,-79.3787073993025,arcgis,ROYAL BANK OF CANADA,3,7223,307223
"RT-Centrepointe Br, 117 Centrepointe Dr, Nepean, ON K2G 5X3",45.3429657897646,-75.762100580969,arcgis,ROYAL BANK OF CANADA,3,7224,307224
"Tor ON-SB Scar/Ajax/Pick Exp, 20 King St W - 2nd Flr, 20 King St W, Toronto, ON M5H 1C4",43.6493624810359,-79.3789543301701,arcgis,ROYAL BANK OF CANADA,3,7229,307229
"RT-Gateway Br, 360 March Rd, Kanata, ON K2K 2T5",45.3383492051337,-75.9109793584379,arcgis,ROYAL BANK OF CANADA,3,7234,307234
"Gestion Privee Quartier Dix30, 1100 RUE DU LUX - SUITE 210, 1100 RUE DU LUX, Brossard, QC J4Y 0E2",45.4397770850001,-73.455637194,arcgis,ROYAL BANK OF CANADA,3,7235,307235
"Internet Channel Prairies-MB, 220 Portage Ave, Winnipeg, MB R3C 3A6",49.8948008892568,-97.1392839761168,arcgis,ROYAL BANK OF CANADA,3,7240,307240
"RT- PLACE DORLEANS BR, 2945 ST JOSEPH BLVD, Orleans, ON K1C 7C2",45.4755741197037,-75.5173930132377,arcgis,ROYAL BANK OF CANADA,3,7244,307244
"RT-Main Br-Brampton, 1 Main St N, Brampton, ON L6X 1M8",43.6859429086027,-79.7603075391428,arcgis,ROYAL BANK OF CANADA,3,7254,307254
"Westville Branch, 1813 Main St-PO Box 925, C/O 254 FOORD ST, Westville, NS B0K 2A0",45.5602880034411,-62.7111328405846,arcgis,ROYAL BANK OF CANADA,3,7263,307263
"RT-Main Br-Cambridge, 73 Main St, c/o Transit RB-01622, Cambridge, ON N1R 1V9",43.3587030150735,-80.3134429921924,arcgis,ROYAL BANK OF CANADA,3,7264,307264
"Rosetown Branch, 213 Main St-PO Box 580, P.O. Box 580, Rosetown, SK S0L 2V0",51.5506731865698,-107.991445077579,arcgis,ROYAL BANK OF CANADA,3,7268,307268
"Lethbridge Main Branch, 614 4th Ave S, Lethbridge, AB T1J 0N7",49.6940885901889,-112.837420773151,arcgis,ROYAL BANK OF CANADA,3,7269,307269
"RT-Leamington Br, 35 Talbot St W, c/o Transit RB 02642, Leamington, ON N8H 1M3",42.052946082341,-82.6008171786558,arcgis,ROYAL BANK OF CANADA,3,7274,307274
"RT-Forest Br, 35 King St W, PO Box 400, Forest, ON N0N 1J0",43.0967379888039,-82.0016769794755,arcgis,ROYAL BANK OF CANADA,3,7284,307284
"QUE MAP-MOORE EQUIPMENT LTD, 3131 boul de la cote-vertu, 10 york mills rd, St-Laurent, QC H4R 1Y0",45.4989690172947,-73.7073915981256,arcgis,ROYAL BANK OF CANADA,3,7286,307286
"Corydon Village Mall, 100-1700 Corydon Ave, Winnipeg, MB R3N 0K1",49.86285,-97.197325,arcgis,ROYAL BANK OF CANADA,3,7287,307287
"RT-Petrolia Br, 4186 Petrolia St, Petrolia, ON N0N 1R0",42.882040987202,-82.1472979626373,arcgis,ROYAL BANK OF CANADA,3,7294,307294
"RT-367 Talbot St Br, 367 Talbot St, St Thomas, ON N5P 1B7",42.7792560135849,-81.1979586636638,arcgis,ROYAL BANK OF CANADA,3,7304,307304
"Rawdon Branch, 3466 rue Queen, Rawdon, QC J0K 1S0",46.0384133858785,-73.7005310103765,arcgis,ROYAL BANK OF CANADA,3,7311,307311
"A&P Fairview Mall Br, c/o 380 Scott St, St Catharines, ON L2M 6P5",43.188936912077,-79.228776692985,arcgis,ROYAL BANK OF CANADA,3,7312,307312
"RT - Strathroy Br, 38 Front St W, Strathroy, ON N7G 1X4",42.9577537965764,-81.625207737845,arcgis,ROYAL BANK OF CANADA,3,7314,307314
"Internet Channel Atlantic - NB, 100 King St, 5161 George St, Saint John, NB E2L 1G4",45.2732926026328,-66.0590072935722,arcgis,ROYAL BANK OF CANADA,3,7316,307316
"Centre Village Mall Branch, 1240 2A Ave N-Unit 33, 1240 2A Ave N, Lethbridge, AB T1H 0E4",49.7013246452908,-112.827552255628,arcgis,ROYAL BANK OF CANADA,3,7319,307319
"RT-Highway 2 & Liverpool Br, 1340 Kingston-Rd Unit #5, 1340 Kingston Rd Unit 5, Pickering, ON L1V 3M9",43.8381609943873,-79.0890549770971,arcgis,ROYAL BANK OF CANADA,3,7324,307324
"RT-Masonville Branch, 1680 Richmond St N, London, ON N6G 3Y9",43.003235541,-81.3030904999999,arcgis,ROYAL BANK OF CANADA,3,7334,307334
"BC-MAP STEVESTONS ARTS CONNECTION LT, 6400 NO 3 RD, 31975 SOUTH FRASER WAY, Richmond, BC V6Y 2C2",49.1661589868209,-123.136290015251,arcgis,ROYAL BANK OF CANADA,3,7336,307336
"RT-Kozlov Ctr Personnel Banking Ctr, 400 Bayfield St, Barrie, ON L4M 5A1",44.4052977042297,-79.7044433279449,arcgis,ROYAL BANK OF CANADA,3,7344,307344
"RT-Yonge & Grenville Br, 468 Yonge St, c/o Transit RB-06742, Toronto, ON M4Y 1X3",43.6619901115363,-79.3836574160418,arcgis,ROYAL BANK OF CANADA,3,7354,307354
"Oakridge Centre Branch, 456 SW MARINE DR-3RD FLR, 456 SW MARINE DR, Vancouver, BC V5X 0C4",49.2096950110093,-123.116127011886,arcgis,ROYAL BANK OF CANADA,3,7360,307360
"RT-Main Br-Niagara Falls, 4491 Queen St, c/o Transit RB-03362, Niagara Falls, ON L2E 6T3",43.1069250186472,-79.0673586721846,arcgis,ROYAL BANK OF CANADA,3,7364,307364
"Forest Br, 7 King St E, Forest, ON N0N 1J0",43.0974046853825,-81.9998312843963,arcgis,ROYAL BANK OF CANADA,3,7372,307372
"Weymouth Branch, Route 1-PO Box 130, C/O 51 WATER ST-PO BOX 1000, Weymouth, NS B0W 3T0",43.525009757665,-65.5471260103417,arcgis,ROYAL BANK OF CANADA,3,7373,307373
"RT-Main Br-Woodstock, 452 Dundas St, c/o Transit RB-08082, Woodstock, ON N4S 7X6",43.1297460073278,-80.7580319609298,arcgis,ROYAL BANK OF CANADA,3,7374,307374
"THE WELL ON FRONT, 486 FRONT ST W-UNIT SF 16, 486 FRONT ST W, Toronto, ON M5V 0V2",43.6421107098656,-79.397109532448,arcgis,ROYAL BANK OF CANADA,3,7375,307375
"Main Br - Saskatoon, 154 1st Ave S, Saskatoon, SK S7K 1K2",52.1276842812671,-106.665746507545,arcgis,ROYAL BANK OF CANADA,3,7378,307378
"1139 Mayor Magrath Dr, 1139 Mayor Magrath Dr, Lethbridge, AB T1K 2P9",49.6802856911348,-112.802560773121,arcgis,ROYAL BANK OF CANADA,3,7379,307379
"Oakridge Asian Banking Ctr, 456 SW MARINE DR-3RD FLR, 456 SW MARINE DR, Vancouver, BC V5X 0C4",49.2096950110093,-123.116127011886,arcgis,ROYAL BANK OF CANADA,3,7380,307380
"Succursale Rimouski, 1, rue St. Germain est, 1 St-Germain St East, Rimouski, QC G5L 1A1",48.4514131063835,-68.5269976633261,arcgis,ROYAL BANK OF CANADA,3,7381,307381
"RT-Main Br-Chatham, 190 King St W, c/o Transit RB-00882, Chatham, ON N7M 5K4",42.4052704136843,-82.1874280004704,arcgis,ROYAL BANK OF CANADA,3,7384,307384
"Internet Channel Atlantic - NL, 226 Water St, 5161 George St, St. John's, NL A1C 1A9",47.5634603097865,-52.7078182216305,arcgis,ROYAL BANK OF CANADA,3,7386,307386
"Avenue C & Circle Drive Branch, 2030 Avenue C N, Saskatoon, SK S7L 1M2",52.1579560274994,-106.673186703899,arcgis,ROYAL BANK OF CANADA,3,7388,307388
"Internet Channel Atlantic - NS, 1871 Hollis St-Suite 900, 1871 Hollis St, Halifax, NS B3J 0C3",44.6499004143523,-63.573837710346,arcgis,ROYAL BANK OF CANADA,3,7389,307389
"RT-Queen & Lee Br, 2175 Queen St E, c/o Transit RB-06262, Toronto, ON M4E 1E5",43.6704718850881,-79.2976051100053,arcgis,ROYAL BANK OF CANADA,3,7394,307394
"Internet Channel Prairies-NU, Igluvut Building #922, PO Box 190, Iqaluit, NU X0A 0H0",62.8441559180001,-68.473173238,arcgis,ROYAL BANK OF CANADA,3,7398,307398
"Pender & Bute Br, 1205 West Pender St, 1025 Georgia St W, Vancouver, BC V6E 3N9",49.2884698205223,-123.123521733494,arcgis,ROYAL BANK OF CANADA,3,7400,307400
"Ontario CSC Clearing-Met&Ont Dist, 205 Courtney Park W-Unit 103, 205 Courtney Park W, Mississauga, ON L4Z 4B7",43.629565599202,-79.6770491728918,arcgis,ROYAL BANK OF CANADA,3,7402,307402
"RT-Victoria & Syndicate Br, 620 Victoria Ave E, Thunder Bay, ON P7C 1A9",48.3837309984415,-89.246511035248,arcgis,ROYAL BANK OF CANADA,3,7404,307404
"MB TIS BK PT Ami 3723, 740 Rosser Ave, Brandon, MB R7A 0K9",49.8483780957052,-99.9483553599326,arcgis,ROYAL BANK OF CANADA,3,7407,307407
"SK-319 Ludlow (University Heights)Br, 319 Ludlow St, Saskatoon, SK S7S 1N6",52.1478080992344,-106.572819280705,arcgis,ROYAL BANK OF CANADA,3,7408,307408
"Saskatchewan South Comm, 52 HIGH ST W-2ND FLR, 52 High St W, Moose Jaw, SK S6H 1S3",50.3917878169528,-105.536584707693,arcgis,ROYAL BANK OF CANADA,3,7410,307410
"(MB) Sask S Parkland (Yorkton) Comm, 502 Main St E, PO Box 819, Swan River, MB R0L 1Z0",52.1053020852177,-101.270384165119,arcgis,ROYAL BANK OF CANADA,3,7411,307411
"Third Line & Dundas Branch, 2501 Third Line-Suite A, 2501 Third Line, Oakville, ON L6M 5A9",43.4493107178478,-79.7588792628417,arcgis,ROYAL BANK OF CANADA,3,7412,307412
"RT-Southdale Square Branch, 10 107 Vermillion Rd, c/o Transit RB - 03757, Winnipeg, MB R2J 4A9",49.855386917412,-97.0715191387905,arcgis,ROYAL BANK OF CANADA,3,7414,307414
"Lenore Drive Branch, 123 Lenore Dr-Unit 1, Saskatoon, SK S7K 7H9",52.1726274174511,-106.634750900154,arcgis,ROYAL BANK OF CANADA,3,7418,307418
"RT-Shawnessy Ctr, 144 250 Shawville Blvd SE, 144-250 Shawville Blvd SE, Calgary, AB T2Y 2Z7",50.9027952798189,-114.064964993887,arcgis,ROYAL BANK OF CANADA,3,7424,307424
"RT-Main Br-Kamloops, 186 Victoria St, c/o transit RB-02320, Kamloops, BC V2C 5N2",50.6761865041574,-120.337094441213,arcgis,ROYAL BANK OF CANADA,3,7434,307434
"Tor-Map-Wealth Mgmt-Can (Glob Serv), 10 York Mills Rd - 3rd flr, 10 York Mills Rd, Toronto, ON M2P 0A2",43.7447707931254,-79.4061947611189,arcgis,ROYAL BANK OF CANADA,3,7435,307435
"Grant & Nathaniel Branch, 1219 Grant Avenue, Winnipeg, MB R3M 1Z1",49.8581474134038,-97.1703328085925,arcgis,ROYAL BANK OF CANADA,3,7437,307437
"Renfrew & 1st Avenue Branch, 1716 Renfrew St, Vancouver, BC V5M 3H8",49.269269890743,-123.043767801972,arcgis,ROYAL BANK OF CANADA,3,7440,307440
"RT-Scottsdale Mall Br, 7157 120th St, 7157-120th St, Delta, BC V4E 2A9",49.1327819969192,-122.890575194215,arcgis,ROYAL BANK OF CANADA,3,7444,307444
"Succursale Roberval, 893, boulevard St. Joseph, A/S 1110 BOUL SACRE-COEUR, Roberval, QC G8H 2L8",48.5194840927233,-72.2224433218234,arcgis,ROYAL BANK OF CANADA,3,7451,307451
"RT-Broadway & Granville Br, 1497 West Broadway, c/o Transit RB-05680, Vancouver, BC V6H 1H7",49.2636069931386,-123.138561008097,arcgis,ROYAL BANK OF CANADA,3,7454,307454
"Maple Branch, 9791 Jane St, Maple, ON L6A 3N9",43.8478285976908,-79.5358660721853,arcgis,ROYAL BANK OF CANADA,3,7472,307472
"SB Downtown Toronto Core, 200 Bay ST-Main Flr/s Twr, Toronto, ON M5J 2J5",43.6463004879869,-79.3797537960949,arcgis,ROYAL BANK OF CANADA,3,7473,307473
"East & North Comml-NB, 644 Main St(Main BR-Monc Blue Cross), 644 Main St, Moncton, NB E1C 1E2",46.0888214810234,-64.7745030116171,arcgis,ROYAL BANK OF CANADA,3,7474,307474
"Masonville Br, 96 Fanshawe Park Rd E, London, ON N5X 4C5",43.0285833929798,-81.2773869192588,arcgis,ROYAL BANK OF CANADA,3,7482,307482
"Whycocomagh Branch, 72 Village Rd-PO Box 40, PO Box 40, Whycocomagh, NS B0E 3M0",46.0208971779891,-61.2092139763801,arcgis,ROYAL BANK OF CANADA,3,7483,307483
"College & Bottomley Br, 1402 College Dr, Saskatoon, SK S7N 0W7",52.1286463980231,-106.635775084903,arcgis,ROYAL BANK OF CANADA,3,7488,307488
"Fort McMurray Branch, 8540 Manning Ave, Fort McMurray, AB T9H 5G2",56.7202499819548,-111.357593001499,arcgis,ROYAL BANK OF CANADA,3,7489,307489
"Henderson & McIvor Branch, 1795 Henderson Hwy, C/O 963 HENDERSON HWY, Winnipeg, MB R2G 1P3",49.9528396175955,-97.0756821786406,arcgis,ROYAL BANK OF CANADA,3,7497,307497
"KBI Ottawa-Information Technology, 90 Sparks St-2nd Flr, 90 Sparks St, Ottawa, ON K1P 5T6",45.4227514916205,-75.6966536751467,arcgis,ROYAL BANK OF CANADA,3,7500,307500
"KBI Ontario-Info Technlgy-GTA/SW Ont, 30 Duke St W-8th Flr, 30 Duke St W, Kitchener, ON N2H 3W5",43.4516328822131,-80.4889502378595,arcgis,ROYAL BANK OF CANADA,3,7505,307505
"TOR-BUSINESS LENDING ORIGINATION GRP, 36 York Mills Rd-4th Flr, 36 York Mills Rd, Toronto, ON M2P 0A4",43.7444495985957,-79.4041925759074,arcgis,ROYAL BANK OF CANADA,3,7512,307512
"Tottenham Branch, 2 Queen St S-PO Box 160, PO Box 160, Tottenham, ON L0G 1W0",44.0220635123654,-79.8059657773962,arcgis,ROYAL BANK OF CANADA,3,7522,307522
"South West Business Bkg Centre, 261 1st Ave NW, 335 8th Ave SW, Swift Current, SK S9H 0N1",50.2863570117794,-107.801109993738,arcgis,ROYAL BANK OF CANADA,3,7527,307527
"South Central Bus Bkg Ctr, 52 High St W, Moose Jaw, SK S6H 1S1",50.3917878169528,-105.536584707693,arcgis,ROYAL BANK OF CANADA,3,7529,307529
"South East Business Bkg Ctr, 1202 4th St, 335 8th Ave SW, Estevan, SK S4A 0W9",49.1403640150746,-102.995276992673,arcgis,ROYAL BANK OF CANADA,3,7530,307530
"Internet Channel Prairies-NT, 4920 52nd St-Suite 1, 220 Portage Ave, Yellowknife, NT X1A 3T1",62.4530265910798,-114.375095411378,arcgis,ROYAL BANK OF CANADA,3,7531,307531
"*CSM* Commercial Union Life Ass Co, 180 Wellington St W - 5th Flr, Toronto, ON M5J 1J1 (Sub to 00002)",43.6463882884227,-79.3851353132097,arcgis,ROYAL BANK OF CANADA,3,2,307532
"Trenton Branch, 112 Dundas St W, Trenton, ON K8V 3P3",44.1003662040924,-77.5778493832694,arcgis,ROYAL BANK OF CANADA,3,7542,307542
"ON NW (Thunder Bay) Comm, 1159 Alloy Dr-Suite 300, 1159 Alloy Dr, Thunder Bay, ON P7B 6M8",48.4070100162211,-89.2590910146288,arcgis,ROYAL BANK OF CANADA,3,7546,307546
"Walkerville Branch, 4635 Wyandotte St E, Windsor, ON N8Y 2L8 (Sub to 08002)",42.3260209021746,-82.9805370061568,arcgis,ROYAL BANK OF CANADA,3,8002,307562
"Val Caron Branch, 3140 Highway 69 N-Unit 30, C/O 5118 HIGHWAY 69 N, Val Caron, ON P3N 1G3",46.614257007192,-81.0064724092402,arcgis,ROYAL BANK OF CANADA,3,7572,307572
"Wallaceburg Branch, 552 James St E, Wallaceburg, ON N8A 2N9",42.5939740019823,-82.3852499678662,arcgis,ROYAL BANK OF CANADA,3,7582,307582
"Les Jardins Rosemere Branch, 395 Grande Cote, A/S 370 Boul Labelle, Rosemere, QC J7A 4R2",45.633619891309,-73.8171672885386,arcgis,ROYAL BANK OF CANADA,3,7591,307591
"Windsor Branch, 111 Water St-PO Box 1060, PO Box 1060, Windsor, NS B0N 2T0",44.9944540089902,-64.1393890251123,arcgis,ROYAL BANK OF CANADA,3,7593,307593
"Internet Channel-ON, 20 King St W, Toronto, ON M5H 1C4",43.6493624810359,-79.3789543301701,arcgis,ROYAL BANK OF CANADA,3,7596,307596
"Nutana Branch, 842 Broadway Ave, C/O 2802 8th St E, Saskatoon, SK S7N 1B6",52.1169813033738,-106.657002087057,arcgis,ROYAL BANK OF CANADA,3,7598,307598
"Main Br - Medicine Hat, 580 3rd St SE, Medicine Hat, AB T1A 7G7",50.0397452851942,-110.675956937799,arcgis,ROYAL BANK OF CANADA,3,7599,307599
"10th Ave & Sasamat Br, 4501 West 10th Ave, Vancouver, BC V6R 2J2",49.2640910899565,-123.209472579513,arcgis,ROYAL BANK OF CANADA,3,7600,307600
"Warkworth Branch, 36 Main St-PO Box 130, P.O. Box 130, Warkworth, ON K0K 3K0",44.2013567798777,-77.8852980946588,arcgis,ROYAL BANK OF CANADA,3,7602,307602
"Toronto West Supply Chain, 6205 AIRPORT ROAD, Mississauga, ON L4V 1E1",43.6897467000828,-79.6200255768467,arcgis,ROYAL BANK OF CANADA,3,7616,307616
"Crestwood Branch, 2901 13th Ave SE, Medicine Hat, AB T1A 3R1",50.0118762115072,-110.664185560618,arcgis,ROYAL BANK OF CANADA,3,7619,307619
"Internet Channel Atlantic - PEI, 83 Queen St, 5161 George St, Charlottetown, PE C1A 4A8",46.2329545925525,-63.1265418059782,arcgis,ROYAL BANK OF CANADA,3,7621,307621
"Internet Channel - QC, 1 Place Ville Marie, PO Box 6001, Montreal, QC H3C 3A9",45.5014428102884,-73.5690741862958,arcgis,ROYAL BANK OF CANADA,3,7626,307626
"Internet Channel Prairies-SK, 2992 11th Ave, 220 Portage Ave, Regina, SK S4P 3E8",50.443213169,-104.605836696,arcgis,ROYAL BANK OF CANADA,3,7642,307642
"Student Banking Centre London, 383 Richmond St, c/o RB-Main Br-383 Richmond St, London, ON N6A 3C4 (Sub to 02722)",42.982871091451,-81.249558078707,arcgis,ROYAL BANK OF CANADA,3,2722,307647
"ONTARIO EAST CFS CENTRE, 90 SPARKS ST-2ND FLR, 90 SPARKS ST, Ottawa, ON K1P 5T6",45.4227514916205,-75.6966536751467,arcgis,ROYAL BANK OF CANADA,3,7652,307652
"Whitehorse-Internet Channel-YT, 4110 4th Ave, 1055 W Georgia St, Whitehorse, YT Y1A 4N7",60.7191080044578,-135.056979989194,arcgis,ROYAL BANK OF CANADA,3,7660,307660
"Les Promenades du Cuivre Branch, 100 rue Du Terminus O, Rouyn-Noranda, QC J9X 6H7",48.2427090000001,-79.025273,arcgis,ROYAL BANK OF CANADA,3,7661,307661
"Waterdown Branch, 304 Dundas St E-PO Box 80, P.O. Box 80, Waterdown, ON L0R 2H0",43.3328888906785,-79.8929811641076,arcgis,ROYAL BANK OF CANADA,3,7662,307662
"4400 Sources Boulevard Branch, 4400 Sources Boulevard, Dollard-Des-Ormeaux, QC H8Y 3B7",45.4975329877332,-73.811867997894,arcgis,ROYAL BANK OF CANADA,3,7671,307671
"Serv Fin Commerciaux Blainville, 10 boul la Seigneurie est-bur 201, 10 boul la Seigneurie est, Blainville, QC J7C 3V5",45.6679620154519,-73.8696295366947,arcgis,ROYAL BANK OF CANADA,3,7678,307678
"Moosomin-Small Business Man/Sask, 633 Main St, Moosomin, SK S0G 3N0",50.1443993813099,-101.666392796518,arcgis,ROYAL BANK OF CANADA,3,7679,307679
"Broadway & MacDonald, 2490 MacDonald St, Vancouver, BC V6K 3Z1",49.2643238973172,-123.16799473165,arcgis,ROYAL BANK OF CANADA,3,7680,307680
"Uptown Waterloo Branch, 70-74 King St S, Waterloo, ON N2J 1N8",43.4637532818428,-80.5216875209109,arcgis,ROYAL BANK OF CANADA,3,7682,307682
"*CSM* Manufacturer's Life #1, 70-74 King St S, c/o RB-Main Br-Waterloo, Waterloo, ON N2J 1N8",43.4637532818428,-80.5216875209109,arcgis,ROYAL BANK OF CANADA,3,7686,307686
"Westmount & Erb Branch, 50 Westmount Rd N, C/0 70-74 KING ST S, Waterloo, ON N2L 2R5",43.4610453822934,-80.5371333568064,arcgis,ROYAL BANK OF CANADA,3,7692,307692
"King & University Branch, 248 King St N, Waterloo, ON N2J 2Y7",43.4760738832299,-80.5246246236026,arcgis,ROYAL BANK OF CANADA,3,7702,307702
"Wolfville Branch, 437 Main St, Wolfville, NS B4P 1E1",45.0910989870742,-64.3621629962521,arcgis,ROYAL BANK OF CANADA,3,7703,307703
"Nanaimo-North Island CFS, 205 Commercial St, Nanaimo, BC V9R 5G8",49.1665934208625,-123.937550337956,arcgis,ROYAL BANK OF CANADA,3,7710,307710
"Succursale Ste-Agathe-des-Monts, 61, rue St. Vincent, Sainte-Agathe-des-Monts, QC J8C 2A5",46.0482119145096,-74.2881679694579,arcgis,ROYAL BANK OF CANADA,3,7711,307711
"Northfield & Weber Branch, 585 Weber St N, Waterloo, ON N2V 1V8",43.4966299978535,-80.5512879605178,arcgis,ROYAL BANK OF CANADA,3,7712,307712
"NANAIMO-NORTH ISLAND BUS MKTS-CFS, 205 Commercial St, Nanaimo, BC V9R 5G8",49.1665934208625,-123.937550337956,arcgis,ROYAL BANK OF CANADA,3,7720,307720
"Succ Clairevue & Montarville, 30, Boulevard Clairevue Ouest, Saint-Bruno, QC J3V 1P8",45.5289189822641,-73.3455259787596,arcgis,ROYAL BANK OF CANADA,3,7721,307721
"Wawa Branch, 72 Broadway Ave, Wawa, ON P0S 1K0",47.9941154122325,-84.7712492313102,arcgis,ROYAL BANK OF CANADA,3,7722,307722
"Succursale St Georges de Beauce, 12095 1e Ave, Saint-Georges, QC G5Y 2E2",46.1199771827646,-70.6712685388845,arcgis,ROYAL BANK OF CANADA,3,7731,307731
"Mobile Sales Team, 6880 Financial Dr-2nd Flr, 6880 Financial Dr, Mississauga, ON L5N 7Y5",43.6083429975474,-79.7450488711451,arcgis,ROYAL BANK OF CANADA,3,7732,307732
"KELOWNA BC-OKANAGAN CFS, 3131 30th Ave, 3131 30th Avenue, Vernon, BC V1T 2C4",50.2639461077116,-119.273462528025,arcgis,ROYAL BANK OF CANADA,3,7740,307740
"Succursale St-Felicien, 1110, Boulevard Sacre-Coeur, St-Felicien, QC G8K 1A2",48.6516035900692,-72.4438855761866,arcgis,ROYAL BANK OF CANADA,3,7741,307741
"41 East Main Branch, 41 East Main St, C/O 571 NIAGARA STREET, Welland, ON L3B 3W4",42.9916632049678,-79.2493716158203,arcgis,ROYAL BANK OF CANADA,3,7742,307742
"Saskatoon West Centre Branch, 15 Worobetz Pl-Unit 15, 15 Worobetz Pl, Saskatoon, SK S7L 6R4",52.1307919975979,-106.726372980851,arcgis,ROYAL BANK OF CANADA,3,7748,307748
"Succursale Carrefour St-Eustache, 430 ARTHUR SAUVE BLVD-SUITE 1010, 430 Arthur Sauve Boulevard, St-Eustache, QC",45.5650288078771,-73.9071342786342,arcgis,ROYAL BANK OF CANADA,3,7751,307751
"BM MUSKOKA NORTH CENTRAL, 37 Manitoba St, 37 Manitoba, Bracebridge, ON P1L 1T6",45.0411275890847,-79.310039495728,arcgis,ROYAL BANK OF CANADA,3,7756,307756
"8th & Goodwin Branch, 2802 8th St E, Saskatoon, SK S7H 0V9",52.1145982863915,-106.613565891336,arcgis,ROYAL BANK OF CANADA,3,7758,307758
"Victoria Drive & 49th Ave. Branch, 6490 Victoria Dr, Vancouver, BC V5P 3X7",49.2251700159279,-123.06576401138,arcgis,ROYAL BANK OF CANADA,3,7760,307760
"East Main & Scholfield Branch, c/o 41 East Main St, Welland, ON L3B 5P4",42.9935060082905,-79.2333060220039,arcgis,ROYAL BANK OF CANADA,3,7762,307762
"Tor-Map-Glob Cap Mkts-Can (Cap Mkts), 10 York Mills Rd - 3rd flr, 10 York Mills Rd, Toronto, ON M2P 0A2",43.7447707931254,-79.4061947611189,arcgis,ROYAL BANK OF CANADA,3,7772,307772
"VISA Avion, 320 Front St W-14th Flr, 320 Front St W, Toronto, ON M5V 3C8",43.643995087428,-79.3910194092388,arcgis,ROYAL BANK OF CANADA,3,7775,307775
"VISA Avion Expense, 320 Front St W-14th Flr, 320 Front St W, Toronto, ON M5V 3C8",43.643995087428,-79.3910194092388,arcgis,ROYAL BANK OF CANADA,3,7780,307780
"Frederica & Brown Branch, 201 Frederica St W, C/O 2600 Arthur St E, Thunder Bay, ON P7E 3W1",48.3652849860328,-89.2817990152546,arcgis,ROYAL BANK OF CANADA,3,7782,307782
"HFX-ATL Spec Asset Mgmt-NIE, 1871 Hollis St-Suite 900, 1871 Hollis St, Halifax, NS B3J 0C3",44.6499004143523,-63.573837710346,arcgis,ROYAL BANK OF CANADA,3,7785,307785
